Titre,image,mbsrp_card_photo_figcount,mbsrp_card_photo_figpost,nom,mbsrp_card_adssince,mbsrp_card_adsserved,nom_lien,nom1,motclé,motclé2,motclé3,motclé4,motclé5,motclé6,motclé7,motclé8,motclé9,motclé10,motclé11,champ,prix,prix12,mbsrp_actionbtn,mbsrp_actionbtn13
"3 BHK Apartment for Rent in Mass Apartments, Sector 10 Dwarka New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","35
+
Photos","Posted:   Jan 05, '25 ",Agent: Unique Realtors,Operating Since: 2015,,https://www.magicbricks.com/mass-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130363136,Mass Apartments,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1600 sqft","FLOOR
6 out of 9","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","SOCIETY
Mass Apartments","OWNERSHIP
Freehold","BATHROOM
3","3bhk 3 toilet property available rent in prime location of Dwarka. The property is well maintained and very near to market,schools,metros and hospital The monthly maintenance is Rs 2500/-.","₹
45,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Apartment for Rent in Banarsi Das Estate, Timarpur New Delhi",,,"Posted:   Jan 06, '25 ",Agent: Bhatt Realtors,Operating Since: 2008,,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2700 sqft","FLOOR
2 out of 4","FACING
North","OVERLOOKING
Main Road","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
3",very close to vishwavidyalay metro station,"₹
1.5 Lac",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Apartment for Rent in EAST DELHI POCKET E MAYUR VIHAR PH 2 New Delhi,,,"Posted:   Jan 08, '25 ",Agent: Sidh Royal Properties,Operating Since: 2022,100+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
2200 sqft","FLOOR
2 out of 3","FACING
North - East","OVERLOOKING
Garden/Park, Pool","BATHROOM
2","BALCONY
2",,"Multistory apartment is available for rent. It carpet  area of 2200 sq-ft, it is a good location. Please contact for more details.","₹
45,000",See other charges,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in NDMC Society, Vikaspuri New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","7
+
Photos","Posted:   Nov 23, '24 ",Agent: The Property Junction,Operating Since: 2012,,https://www.magicbricks.com/ndmc-society-vikaspuri-new-delhi-pdpid-4d4235313638373331,NDMC Society,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
75 sqyrd","FLOOR
1 out of 3","FACING
North","OVERLOOKING
Garden/Park","SOCIETY
NDMC Society","OWNERSHIP
Freehold","BATHROOM
1",Its a well maintained 2bhk society 1st floor The monthly maintenance is Rs 1200/-.,"₹
23,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Block A3 Paschim Vihar New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","17
+
Photos",Posted:   Yesterday,Agent: High Rise Realtors,Operating Since: 1988,2500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1799 sqft","FLOOR
1 out of 4","FACING
South","OVERLOOKING
Main Road","BATHROOM
3","BALCONY
2",,"brand new 200 sqyard builder floor available for rent in A3 block , Paschim Vihar , 3 bhk with 3 attached washrooms The monthly maintenance is Rs 1000/-.","₹
60,000",Security Deposit,Contact Agent ,Get Phone No. 
1 BHK Apartment for Rent in Safdarjung Enclave New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","16
+
Photos",Posted:   Yesterday,Agent: Rajesh Gupta,,5500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
700 sqft","FLOOR
2 out of 3","FACING
North","OVERLOOKING
Pool, Garden/Park, Main Road","BATHROOM
1","BALCONY
1",,Safdarjung Enclave Independent Entrance Second Floor One Bedroom with Drawing and Dining Room attached kitchen and bathroom semi furnished with wardrobe almirah kitchen and bathroom semi furnished with Balcony available for rent suitable for Decent Family working Government Employees and Mnc working and Doctors Rent 22k Near Market and Metro Station Gated Community peace full location with one car reserved parking available for rent,"₹
22,000",Security Deposit,Contact Agent ,Get Phone No. 
1 BHK Builder Floor for Rent in South Extension 1 New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","16
+
Photos",Posted:   Today,Agent: Negi Homes,Operating Since: 2005,3500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
315 sqft","FLOOR
Ground out of 2","BATHROOM
1",,,,,,"₹
30,000",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Safdarjung Enclave New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","16
+
Photos",Posted:   Yesterday,Agent: Mak Realtors Private Limited,Operating Since: 1990,3000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors/Family","OWNER RESIDES
Same Premise","AVAILABILITY
Immediately","SUPER AREA
2600 sqft","FLOOR
2 out of 4","FACING
North","BATHROOM
4","BALCONY
2",,"2600 Sq. ft.Mak Realtors Private Limited offers Residential Flat for RentSafdarjung Enclave, 500 sq. yds., Second Floor Flat for rent, Four Bedrooms Attached Bathrooms, Kitchen, Drawing  Dining Room, AC, Servant Quarter, Stilt Car Parking, Lift. Rent Rs. 3, 50,000- per monthSafdarjung Enclave is a very nice locality of south Delhi and well connected with the other parts of the city by train, bus and public transport. School, bank, ATM and hospital are all easily available. Being the center of south Delhi, it is preferred both by people working both in Gurgaon and Connaught Place besides South Delhi.","₹
3.5 Lac",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Apartment for Rent in IP Extension New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos",Posted:   Yesterday,Agent: Gupta Properties,Operating Since: 2008,1500+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Family","AVAILABILITY
Immediately","CARPET AREA
1150 sqft","FLOOR
2 out of 3","FACING
North - West","OVERLOOKING
Garden/Park, Main Road","BATHROOM
2","BALCONY
2",,"Best location, sudershan apartment, 24,hours water,no power cut,parks,parking in society,near so many banks,atm,schools,market,metro,dtc bus stand,mandir,hospital. Only for compnay lease,  bank lease The monthly maintenance is Rs 1500/-.","₹
42,000",Security Deposit,Contact Agent ,Get Phone No. 
"1 BHK Apartment for Rent in DDA Ganga Apartment Sector D Pocket 6, D6 Sector D Vasant Kunj New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","32
+
Photos",Posted:   Yesterday,,,,https://www.magicbricks.com/dda-ganga-apartment-sector-d-pocket-6-vasant-kunj-new-delhi-pdpid-4d4235303333333733,DDA Ganga Apartment Sector D Pocket 6,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
700 sqft","FLOOR
1 out of 4","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","SOCIETY
DDA Ganga Apartment Sector D Pocket 6","BATHROOM
1","BALCONY
1","Unmatched peaceful location well connected. Spacious bedroom with attached bathroom wide roads, greenery all around, the property has been structured for ample natural light and cross ventilation The monthly maintenance is Rs 800/-.","₹
35,000",Security Deposit,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in New Saraswati Apartment, Sector 9 Rohini New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","7
+
Photos",Posted:   Yesterday,Agent: Manav Realtors,Operating Since: 1999,1500+ Buyers Served,https://www.magicbricks.com/new-saraswati-apartment-rohini-sector-9-new-delhi-pdpid-4d4235303835343439,New Saraswati Apartment,"FURNISHING
Unfurnished","BATHROOM
2","TENANT PREFERRED
Family","AVAILABILITY
Immediately","CARPET AREA
900 sqft","FLOOR
1 out of 4","FACING
South -West","OVERLOOKING
Garden/Park","SOCIETY
New Saraswati Apartment","BATHROOM
2",,"A very well maintained Two B.H.K society flat is available for rent in a well maintained society having all the basic facilities. Reputed Schools, Markets, Parks, Malls, Metro station  Hospitals  all are on walking distance from the society. The monthly maintenance is Rs 2000/-.","₹
30,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Block B1 Janakpuri New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","2
+
Photos",Posted:   Yesterday,Agent: Batra Associates,Operating Since: 2004,5000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1325 sqft","FLOOR
1 out of 4","FACING
North - East","BATHROOM
3","BALCONY
1",,,,"₹
45,000",See other charges,Contact Agent ,Get Phone No. 
1 BHK Builder Floor for Rent in Kalkaji New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","8
+
Photos",Posted:   Yesterday,Agent: Om Associates,Operating Since: 2019,3000+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
700 sqft","FLOOR
3 out of 3","FACING
East","OWNERSHIP
Freehold","BATHROOM
1","BALCONY
2",,well maintained 2 room set fully furnished third floor The monthly maintenance is Rs 200/-.,"₹
30,000",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Vasant Vihar New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos",Posted:   Yesterday,,,,,,"FURNISHING
Semi-Furnished","BATHROOM
5","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
400 sqyrd","FLOOR
3 out of 4","FACING
South - East","BATHROOM
5","BALCONY
2",,,Brand new Third floor with terrace DD 4 bhk  available for rent  contact us for more details,"₹
5 Lac",See other charges,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Surajmal Vihar New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","3
+
Photos",Posted:   Today,Agent: Ahuja Associates,Operating Since: 2017,1000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
183 sqyrd","FLOOR
2 out of 4","FACING
North - West","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
2",,,"₹
65,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Apartment for Rent in East Of Kailash New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","20
+
Photos",Updated 1 week ago ,Owner: Sumit,,,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1400 sqft","FLOOR
1 out of 3","FACING
North","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
3",,"3 side open corner property. Park Facing, terrace access , separate parking for 1 car, shared parking for 1 more car. wide 30 feet front road.","₹
80,000",See other charges,Contact Owner ,Ask Society Name 
3 BHK Builder Floor for Rent in Block C3 Janakpuri New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","14
+
Photos","Posted:   Jan 08, '25 ",Agent: Natraj Estates,Operating Since: 2019,1000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1350 sqft","FLOOR
1 out of 4","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
1",h block markit and janak puri metro and big size rood and good society The monthly maintenance is Rs 1500/-.,"₹
45,000",Security Deposit,Contact Agent ,Get Phone No. 
"1 BHK Builder Floor for Rent in Paryavaran Complex, Sainik Farm New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","8
+
Photos","Posted:   Jan 09, '25 ",Agent: Arora Associates,Operating Since: 2005,9000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
450 sqft","FLOOR
1 out of 5","FACING
East","OVERLOOKING
Garden/Park","OWNERSHIP
Power Of Attorney","BATHROOM
1","BALCONY
1","Newly built 1 bhk fully furnished independent builder floor with modular kitchen with bathroom hall and lift.5 min walking distance from saket metro station.All amenities like AC, Fridge,RO, Washing machine,Led tv, Double bed with mattress,Sofa.24X7 water and guard facility with bses meter. The monthly maintenance is Rs 1000/-.","₹
25,000",Security Deposit,Contact Agent ,Get Phone No. 
"1 BHK Apartment for Rent in DDA SFS Flats Sector 8, Jasola Vihar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","21
+
Photos","Posted:   Jan 05, '25 ",Agent: Krishna Associates Pvt Ltd,Operating Since: 1984,8500+ Buyers Served,https://www.magicbricks.com/dda-sfs-flats-sector-8-jasola-vihar-new-delhi-pdpid-4d4235303735313836,DDA SFS Flats Sector 8,"FURNISHING
Unfurnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
500 sqft","FLOOR
4 out of 4","FACING
East","OVERLOOKING
Garden/Park","SOCIETY
DDA SFS Flats Sector 8","BATHROOM
2","BALCONY
1","2 bedrooms dwawing room 2 washroom in jasola vihar near metro fourth floor prime location,gated community. The monthly maintenance is Rs 100/-.","₹
26,000",Security Deposit,Contact Agent ,Get Phone No. 
