price;price_per_sqft;photos_count;furnishing;bedroom;bathroom;tenant_preferred;availability;carpet_tot;super_tot;area;floor;num_floor;facing;overlooking;ownership;balcony;nb_caract_descript;contact;operating_since;buyers_served;titre;description
40000;24;14;Unfurnished;3;2;Bachelors/Family;Immediately;;1700;1700;2 out of 5;2;North - East;Garden/Park, Main Road;;3;70;Agent ;2010;1500;3 BHK Apartment for Rent in Vidyut apartments, Sector 12 Dwarka New Delhi;near Metro Venkateshwar Hospital The monthly maintenance is Rs 2200/-.
200000;75;20;Semi-Furnished;4;4;Bachelors;Immediately;2650;;2650;2 out of 3;2;North - East;Garden/Park, Main Road;;4;75;Agent ;2005;1500;4 BHK Builder Floor for Rent in Saket New Delhi;This is brand new floor 3side corner The monthly maintenance is Rs 15000/-.
45000;36;10;Unfurnished;3;2;Bachelors;Immediately;1250;;1250;3 out of 4;3;North - East;Garden/Park, Main Road, Pool;Freehold;1;146;Agent ;2013;1500;3 BHK Apartment for Rent in ALAKNANDA apartments New Delhi;ALAKNANDA apartments TFLOOR 3bhk 2bathroom with scooter garage gated society near park near Alaknanda market The monthly maintenance is Rs 1000/-.
50000;31;17;Semi-Furnished;3;3;Bachelors/Family;Immediately;1600;;1600;6 out of 10;6;North - East;Garden/Park, Main Road;;3;130;Agent ;2010;2500;3 BHK Apartment for Rent in New Rashtriya CGHS, Sector 18 Dwarka New Delhi;3 BHK, Multistorey Apartment is available for Rent in Sector 18 Dwarka, New Delhi for 50,000 The monthly maintenance is Rs 2500/-.
180000;80;13;Unfurnished;3;3;Bachelors;Immediately;2250;;2250;Ground out of 4;0;North - East;Main Road;Freehold;2;149;Agent ;;500;3 BHK Builder Floor for Rent in Greater Kailash 2 New Delhi;ground with basement ,new property ,3bhk,modular kitchen,luxurious fittings,peaceful location,reasonable price The monthly maintenance is Rs 40000/-.
25000;29;7;Furnished;2;2;Bachelors/Family;Immediately;850;;850;2 out of 4;2;South -West;Garden/Park, Main Road, Pool;;1;155;Agent ;;;2 BHK Builder Floor for Rent in Uttari Pitampura New Delhi;This Property is Located in a Gated society with Lift and Parking. This Property is Park Facing Property with Modular kitchen and ample car Parking space .
50000;42;8;Unfurnished;2;2;Bachelors;Immediately;1200;;1200;2 out of 4;2;North - East;Garden/Park;Freehold;2;152;Agent ;1996;4000;2 BHK Builder Floor for Rent in Chittaranjan Park New Delhi;fully furnished flat 2bhk attached bathroom kitchen drawing room kitchen facing park  gated society corner building The monthly maintenance is Rs 500/-.
47000;34;12;Unfurnished;3;4;Bachelors;Immediately;;1400;1400;5 out of 7;5;North;Garden/Park;;5;78;Agent ;2011;100;3 BHK Apartment for Rent in New Kanchanjunga Apartments, Sector 23 Dwarka New Delhi;Centrally Located on Sector 22 Main Road The monthly maintenance is Rs 2000/-.
40000;22;27;Semi-Furnished;3;3;Bachelors/Family;Immediately;;1800;1800;4 out of 7;4;North - East;Garden/Park, Main Road;;2;559;Agent ;2005;;3 BHK Apartment for Rent in Green Valley Apartments, Sector 22 Dwarka New Delhi;We have multiple options of 1bhk, 2bhk, 3bhk, 4bhk, etc. in various price ranges in all over Dwarka.Beautiful flat in a beautiful society. Society is really exclusive with beautiful exterior. The balconies are huge enough to provide sitting space. This society is having its own water treatment plant for 24 hours supply of R.O. water and 24 hours security system with intercom facility. All the facilities like schools, Markets, Banks, Restaurants, Metro, Hospitals, Sports complex and bus route are at walking distance. The monthly maintenance is Rs 3000/-.
50000;25;14;Unfurnished;3;4;Bachelors;Immediately;2000;;2000;4 out of 7;4;North - East;Garden/Park, Main Road;Freehold;;182;Agent ;2005;2000;3 BHK Apartment for Rent in Beverly Park Apartments, Sector 22 Dwarka New Delhi;This is one of the newly renovated premium apartment is available for Rent in dwarka with all modern amenities. Located at a very prime location The monthly maintenance is Rs 3500/-.
55000;28;23;Furnished;3;3;Bachelors/Family;Immediately;;1950;1950;5 out of 10;5;North - East;Garden/Park, Main Road;;3;416;Agent ;2010;100;3 BHK Apartment for Rent in Kanak Durga Apartment, Sector 12 Dwarka New Delhi;This is one of the newly renovated premium apartment is available for Rent in dwarka with all modern amenities. Located at a very prime location  well connected to NH8 and IGI Airport. Well Maintained society and local market, metro Station, School, Park, Bank, ATM etc located very near by this property. One of the best option for Rental Purpose. Please call for more details. The monthly maintenance is Rs 2500/-.
280000;133;10;Unfurnished;4;5;Bachelors/Family;Immediately;2100;;2100;Ground out of 4;0;West;Garden/Park;;3;434;Agent ;2005;1000;4 BHK Builder Floor for Rent in Defence Colony New Delhi;Newly built 4 BHK independent floor available for rent in Defence Colony, 325 sq.yards, Ground floor, good size bedrooms, huge drawing and dining, balcony attached to every rooms, four side open, fully equipped ultra modern kitchen, all the modern fitting and fixtures, fully air conditioned, lift, independent parking for two cars, very good location, very close to park. Call for more details. The monthly maintenance is Rs 15000/-.
70000;32;13;Unfurnished;3;3;Bachelors/Family;Immediately;2200;;2200;1 out of 4;1;North - East;Garden/Park, Main Road;;2;92;Agent ;2010;100;3 BHK Builder Floor for Rent in Sector 19 Dwarka New Delhi;210 sqyd builder beautiful flat , really good location The monthly maintenance is Rs 5000/-.
31000;25;6;Semi-Furnished;3;2;Bachelors/Family;Immediately;;1250;1250;3 out of 4;3;East;Garden/Park;;2;129;Agent ;1991;500;3 BHK Apartment for Rent in Tarun Vihar Apartment, Sector 13 Rohini New Delhi;This is duplex of 3rd and 4th floor. Well maintained  society, Prime location, near to park The monthly maintenance is Rs 1800/-.
21000;21;20;Unfurnished;3;2;Bachelors;Immediately;1000;;1000;2 out of 4;2;East;Main Road;;1;122;Owner ;;;3 BHK Apartment for Rent in Ganesh Apartment, Mehrauli New Delhi;3 BHK, Multistorey Apartment is available for Rent in Mehrauli, New Delhi for 21,000 The monthly maintenance is Rs 1500/-.
34000;21;17;Semi-Furnished;3;2;Bachelors;Immediately;1650;;1650;4 out of 4;4;North - East;Garden/Park, Main Road;;2;215;Agent ;2005;;3 BHK Apartment for Rent in Rashtrapati BCA Apartment, Sector 10 Dwarka New Delhi;3 bhk ready to move in flat is on rent. neat and clean society. round the clock sweet water and power supply. all the amenities are near by. walking distance to market and metro The monthly maintenance is Rs 2500/-.
30000;27;;Unfurnished;2;2;Bachelors/Family;Immediately;;1120;1120;Ground out of 4;0;;;;1;130;Owner ;;;2 BHK Apartment for Rent in Freedom Fighters Enclave New Delhi;Multistory apartment is available for rent. It covered area of 1120 sq-ft, it is a good location. Please contact for more details.
85000;61;3;Unfurnished;3;2;Bachelors/Family;Immediately;1400;;1400;1 out of 4;1;North;Garden/Park, Main Road;;3;194;Agent ;2007;;3 BHK Builder Floor for Rent in Rama Krishna Puram New Delhi;Modular kitchen , good bath fitting , good  surrounding ,well ventilated ,  well connect to road and market. ,  No brokerage for 7 days from date of posting The monthly maintenance is Rs 1000/-.
430000;154;14;Semi-Furnished;4;4;Bachelors/Family;Immediately;2800;;2800;3 out of 4;3;East;Garden/Park;;2;317;Agent ;;;4 BHK Builder Floor for Rent in Greater Kailash 1 New Delhi;This is brand new builder floor available for rent in the gretare kailash 1 on the third floor with the terrace, It has 4 large bedroom with the attached 4 ultra modern bathrooms, good interior in the house Please call for more details. we have many more option in the vicinity. The monthly maintenance is Rs 10000/-.
60000;32;3;Semi-Furnished;4;3;Bachelors;Immediately;1900;;1900;2 out of 10;2;North - East;Garden/Park, Main Road;Freehold;;72;Agent ;2000;1500;4 BHK Apartment for Rent in Manokamna Apartment, Sector 18 Dwarka New Delhi;sector 18 huge flat of this sector The monthly maintenance is Rs 3500/-.
450000;129;16;Semi-Furnished;3;4;Bachelors/Family;Immediately;3500;;3500;1 out of 4;1;North;;;2;117;Agent ;2002;2500;3 BHK Builder Floor for Rent in Sundar Nagar New Delhi;3 BHK, First floor with terrace available for rent in Sundar Nagar, New Delhi. The monthly maintenance is Rs 10000/-.
46000;24;2;Semi-Furnished;3;3;Bachelors/Family;Immediately;1890;;1890;4 out of 8;4;North - East;Garden/Park, Main Road;;3;416;Agent ;2011;100;3 BHK Apartment for Rent in Hind Apartment, Sector 5 Dwarka New Delhi;This is one of the newly renovated premium apartment is available for Rent in dwarka with all modern amenities. Located at a very prime location  well connected to NH8 and IGI Airport. Well Maintained society and local market, metro Station, School, Park, Bank, ATM etc located very near by this property. One of the best option for Rental Purpose. Please call for more details. The monthly maintenance is Rs 3000/-.
60000;40;18;Semi-Furnished;3;3;Bachelors/Family;Immediately;1500;;1500;1 out of 4;1;North - East;Garden/Park, Main Road;;2;132;Owner ;;;3 BHK Builder Floor for Rent in Sector 19 Dwarka New Delhi;3 BHK, Builder Floor Apartment is available for Rent in Sector 19 Dwarka, New Delhi for 60,000 The monthly maintenance is Rs 3000/-.
100000;67;6;Semi-Furnished;3;3;Bachelors/Family;Immediately;;1500;1500;Ground out of 4;0;East;Garden/Park, Main Road;;2;183;Agent ;2014;100;3 BHK Builder Floor for Rent in New Rajinder Nagar New Delhi;Ground floor with lawn, 3bedroom with attached bathroom, drawing dining room, Nearby park, For more info or site visit please contact US PROPERTIES. The monthly maintenance is Rs 1/-.
60000;35;10;Unfurnished;3;2;Bachelors;Immediately;;1700;1700;3 out of 3;3;;Garden/Park;Freehold;2;87;Agent ;2000;100;3 BHK Apartment for Rent in DDA Flats Sector C Pocket 8, Vasant Kunj New Delhi;3 BHK, Multistorey Apartment is available for Rent in Vasant Kunj, New Delhi for 60,000
36000;30;3;Unfurnished;3;3;Bachelors/Family;Immediately;1200;;1200;1 out of 4;1;East;Garden/Park, Main Road;;1;211;Agent ;2008;;3 BHK Builder Floor for Rent in Sector 24 Rohini New Delhi;It is a good Location property on 1st floor in Rohini sector 23 , Fully Furnished with security  basic Amentias , near by Good schools , Hospitals , Market Bazar , Restaurant The monthly maintenance is Rs 500/-.
44000;26;6;Semi-Furnished;3;2;Bachelors;Immediately;;1700;1700;4 out of 10;4;East;Garden/Park, Main Road;Freehold;;245;Agent ;2000;100;3 BHK Apartment for Rent in Highland Tower, Sector 12 Dwarka New Delhi;Dear sir madam this is a 3 BHK servant room sector 13 dwarka executive furnished excellent location Sun park facing vastu perfect lifts power backup CCTV camera near metro and market all facilities available The monthly maintenance is Rs 2500/-.
35000;39;10;Furnished;2;2;Bachelors/Family;Immediately;900;;900;Ground out of 3;0;;;;;149;Owner ;;;2 BHK Builder Floor for Rent in Tagore Garden, Rajouri Garden, Najafgarh Road New Delhi;Builder floor apartment is available for rent. It Carpet/Built-up area of 900 sq-ft, it is a good location property. Please contact for more details.
25000;31;3;Unfurnished;2;1;Bachelors;Immediately;807;;807;2 out of 2;2;North;Garden/Park;;1;422;Owner ;;;2 BHK Apartment for Rent in Block RU New Delhi;Situated in RU block, Pitampura, East facing flat with good green cover around and park at front with Open gym facility in a gated society. Pitampura metro station at a KM proximity and foot over bridge connecting Prashant vihar at 300 meters. 1 Temple in Block and 1 park for kids play area and rides. 6 prominent schools nearby at 3k radius and multiple markets at approachable distance. Bus stand just outside the block
16500;23;5;Unfurnished;2;2;Bachelors;Immediately;;730;730;2 out of 4;2;East;Main Road;;1;89;Owner ;;;2 BHK Apartment for Rent in Palam Village New Delhi;2 BHK, Multistorey Apartment is available for Rent in Palam Village, New Delhi for 16,500
70000;35;20;Furnished;3;4;Bachelors/Family;Immediately;2000;;2000;4 out of 4;4;East;Garden/Park, Main Road;;3;2548;Owner ;;;3 BHK Builder Floor for Rent in Kiran Vihar, Anand Vihar New Delhi;Welcome to Kiran Vihar, New Delhi, where we present an attractive 3 BHK builder floor for rent. This modern, newly renovated builder floor offers a comfortable and luxurious living space in a desirable location.Newly renovated Two 3 bedroom builder floors in three side open building. Large living roomsdining room, modular kitchen and new split AC's and curtains with lift and power back up.Can be furnished as per required.Preferably both apartments for one single company.Expected rent for both 1) semi furnished 1.5 lacs2) Fully furnished 2 lacOnly company lease guest houseProperty specifications and facilitiesWith a carpet area of 2600 sqft, this floor is situated on the top floor of a 4-floor building. It is vaastu compliant and faces the north-east direction, ensuring positive energy and harmony within the living space. The apartment boasts ample natural light and air circulation, thanks to the Fenesta windows.The floor comes fully furnished with complete furniture and is equipped with ACs, providing convenience and ready-to-move-in comfort. It features three bedrooms and four bathrooms, with three attached bathrooms and one common bathroom. All bathrooms are fitted with Western-style fixtures and have geysers for hot water supply.The floor also boasts three balconies, attached to each bedroom, all overlooking lush greenery. There is a separate huge living and dining area, offering ample space for relaxation and dining. The modular kitchen comes with a chimney, a piped gas connection, and a utility area attached for added convenience. The flooring throughout the floor is done with marble, adding a touch of elegance and durability.Residents can make use of the available open parking space and benefit from water supply from both borewell and corporation sources. The floor enjoys 100% power backup and is equipped with a security guard and CCTV cameras for enhanced safety and surveillance. A lift is available for easy access to different floors.LocalityThe floor is conveniently located near Karkarduma metro station, serving as a landmark for easy navigation. Schools, hospitals, malls/supermarkets, and banks/ATMs are all within a kilometer's distance, providing easy access to essential services. Public transportation options are available, and the railway station is located approximately 2 kilometers away.Don't miss out on the opportunity to rent this attractive fully furnished 3 BHK builder floor in Kiran Vihar, New Delhi. Contact us now to schedule a viewing and make this desirable property your new home.
24000;27;14;Semi-Furnished;2;2;Family;Immediately;900;;900;1 out of 4;1;East;Garden/Park, Main Road;;;135;Owner ;;;2 BHK Apartment for Rent in Rani Jhansi Kunj, Keshav Puram Tri Nagar New Delhi;2 BHK, Multistorey Apartment is available for Rent in Keshav Puram Tri Nagar, New Delhi for 24,000 The monthly maintenance is Rs 800/-.
